id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42586469,Central Harlem Retreat,98870623,Krista,Manhattan,Harlem,40.80307,-73.95355,Private room,49,2,2,2020-03-12,2.0,2,10
42701195,Spacious & Sunny Natural Greenpoint Home,2146263,Bianca,Brooklyn,Greenpoint,40.72841,-73.9571,Private room,75,1,2,2020-03-12,2.0,1,32
42794256,Stylish Modern Uptown Apt | Steps from the subway!,340863224,Andre,Manhattan,Washington Heights,40.83212,-73.9418,Private room,55,1,2,2020-03-12,2.0,1,328
40522064,Private room in 2 bedroom Clinton Hill Apartment,2431238,Ted,Brooklyn,Bedford-Stuyvesant,40.68718,-73.95423000000001,Private room,50,2,1,2020-03-12,1.0,2,5
41385577,Comfortable room close to LGA airport,324710552,Jon,Queens,East Elmhurst,40.75871,-73.88643,Private room,55,1,1,2020-03-12,1.0,1,352
834190,Manhattan Lux Loft.Like.Love.Lots.Look !,2369681,Carol,Manhattan,Lower East Side,40.71921,-73.99116,Private room,99,1,606,2020-03-11,7.04,1,142
7125107,Room steps away from LaGuardia airport,37312959,Maya,Queens,East Elmhurst,40.77005,-73.87691,Private room,45,1,525,2020-03-11,9.58,5,177
7160363,LOVE Central Park Room Private Bath,25517905,Andreias,Manhattan,Upper West Side,40.79632,-73.96225,Private room,99,1,272,2020-03-11,4.77,3,337
2889387,New York City near Staten Is. Ferry,2269517,Rob&Elle,Staten Island,St. George,40.6427,-74.08001,Private room,95,2,270,2020-03-11,3.81,1,152
519310,YOU ROOM IN NYC,1366310,Janina,Queens,Woodside,40.74377,-73.91225,Private room,75,2,262,2020-03-11,2.77,2,335
9668,front room/double bed,32294,Ssameer Or Trip,Manhattan,Harlem,40.82245,-73.95104,Private room,50,3,260,2020-03-11,2.04,2,311
4604991,Confortable and private room.,23861788,Luis&Victor,Brooklyn,Bedford-Stuyvesant,40.700070000000004,-73.94338,Private room,75,2,260,2020-03-11,4.43,1,105
292047,Gorgeous pvt room in West Village,1490696,Alejandra,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,237,2020-03-11,2.47,1,223
3463385,Gorgeous room in Manhattan,10698270,Evgenia,Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,233,2020-03-11,3.36,2,257
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,227,2020-03-11,1.98,1,173
7093920,Roosevelt Island Charm,37181980,Svetlana,Manhattan,Roosevelt Island,40.76193,-73.94933,Private room,83,2,211,2020-03-11,3.76,1,252
8388864,Quiet Bedroom in Cobble Hill,36688169,Sloan,Brooklyn,Boerum Hill,40.688629999999996,-73.98935,Private room,59,1,206,2020-03-11,3.88,1,348
12749156,Your Hudson Heights Hideaway ◔‿◔,69189948,Ella,Manhattan,Washington Heights,40.84848,-73.9343,Private room,75,2,203,2020-03-11,4.55,3,298
19212378,★Huge private room with a PRIVATE BATHROOM★,133785513,Alena,Brooklyn,Bedford-Stuyvesant,40.69138,-73.93706999999999,Private room,75,1,193,2020-03-11,5.78,4,133
9652949,REALLY HUGE&COZY ROOM ASTORIA 10 MIN TO MANHATTAN,433207,Maryann,Queens,Astoria,40.76112,-73.9146,Private room,60,1,184,2020-03-11,3.81,2,282
21594210,It's a Beautiful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,58,1,183,2020-03-11,6.43,5,269
23163660,Tony's Room 1 near La Guardia Airport,172189639,Camilo & Yesenia,Queens,East Elmhurst,40.76444,-73.86907,Private room,80,1,182,2020-03-11,7.5,2,75
7009152,Four stops to Manhattan!,22908412,Donna,Brooklyn,Crown Heights,40.67259,-73.95831,Private room,65,2,179,2020-03-11,3.13,1,83
17136721,Charming Room on Prime SoHo Block,41965551,Philip,Manhattan,SoHo,40.72576,-74.00265999999999,Private room,80,2,175,2020-03-11,4.72,1,83
240800,Private Room Near Brooklyn Museum ,1263176,Joseph,Brooklyn,Prospect Heights,40.67722,-73.96542,Private room,57,3,164,2020-03-11,1.61,1,340
13240737,Times Square / Broadway Area - Midtown Manhattan,74397192,Glenn,Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,79,3,162,2020-03-11,3.55,1,71
18075511,Inspiring & Motivational ⭐️,43352661,Charles,Manhattan,Washington Heights,40.84497,-73.93934,Private room,70,1,162,2020-03-11,4.53,3,83
16172498,Cozy and quiet room on Broadway 2!,102383709,Mark & Will,Manhattan,Harlem,40.830690000000004,-73.94779,Private room,58,4,159,2020-03-11,4.0,2,184
6385039,Historic room in renovated brownstone,2881,Loli,Brooklyn,Bedford-Stuyvesant,40.68473,-73.946,Private room,64,2,157,2020-03-11,3.14,2,266
20814067,Queens 20 mins to subway- 15 mins JFK- walk to bus,149265574,Beverley,Queens,St. Albans,40.69514,-73.74902,Private room,55,1,147,2020-03-11,5.48,1,333
21769981,Private room w/ bathroom near Prospect Park,157262166,Sweden,Brooklyn,Prospect-Lefferts Gardens,40.656620000000004,-73.95344,Private room,59,2,146,2020-03-11,5.23,2,359
333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,2,144,2020-03-11,2.24,3,317
29233046,PRIVATE room w/PARKING included-NETFLIX*!!,146449899,Fabian & Laly,Queens,Flushing,40.74538,-73.83489,Private room,49,1,136,2020-03-11,8.08,2,176
242532,The Notorious B.N.B. { low season discount },1177497,Jesse,Brooklyn,Clinton Hill,40.6893,-73.96602,Private room,223,1,135,2020-03-11,1.32,9,350
16230255,Cozy room in the lively East Village,50053528,Julia,Manhattan,East Village,40.7246,-73.98258,Private room,80,3,133,2020-03-11,3.33,1,19
21282152,Pop House 4min walk to L train 12mins to Manhattan,25414207,Brooklyn P,Queens,Ridgewood,40.700309999999995,-73.90828,Private room,43,1,131,2020-03-11,4.48,3,159
15356673,WILLIAMSBURG AUTHENTIC ARTIST LOFT,1407676,Jessica,Brooklyn,Williamsburg,40.71727,-73.95753,Private room,110,1,129,2020-03-11,3.15,3,189
21999647,Huge Room in East Harlem on Madison Avenue,159655531,Kelvin,Manhattan,East Harlem,40.8009,-73.94333,Private room,60,3,123,2020-03-11,4.47,2,90
21308702,NYﾐｯﾄﾞﾀｳﾝ高級ｺﾝﾄﾞのﾘﾋﾞﾝｸﾞﾙｰﾑに宿泊,154217970,Mk,Manhattan,Theater District,40.76174,-73.98306,Private room,80,3,118,2020-03-11,4.8,1,73
27678634,Brooklyn Chill & Explore,105828180,Guy,Brooklyn,Crown Heights,40.66872,-73.95343000000001,Private room,43,2,107,2020-03-11,5.74,3,77
25587778,Cozy Bedroom Full of Sunshine,46979077,Maya,Queens,Woodside,40.74286,-73.89163,Private room,50,1,99,2020-03-11,4.63,2,357
13431664,Private Condo Room w/ Patio,74727409,Agustina,Bronx,Longwood,40.81937,-73.90978,Private room,45,2,94,2020-03-11,2.07,1,180
16381905,Skyline #1 view ny skyline,93121568,Charles,Bronx,Concourse,40.82415,-73.92778,Private room,50,2,94,2020-03-11,2.41,2,152
19811196,Private Room Spacious Apartment UES/Spanish Harlem,122038325,Watson,Manhattan,East Harlem,40.788090000000004,-73.94194,Private room,76,2,93,2020-03-11,2.9,1,78
14108870,Warm and cozy in Brooklyn,1805238,Aleksandra,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.958,Private room,52,1,92,2020-03-11,2.19,2,75
29359092,Sweet room,217159080,Illias,Queens,Elmhurst,40.74133,-73.88345,Private room,41,2,90,2020-03-11,5.38,1,52
11401884,Charming Pied-à-terre à New York!,59849677,Tom & Mel,Manhattan,East Harlem,40.79736,-73.94442,Private room,100,3,89,2020-03-11,1.83,1,252
24287863,In the heart of NYC...,165395917,Jose,Manhattan,Midtown,40.75512,-73.97155,Private room,350,2,89,2020-03-11,3.81,1,166
28312520,Little paradise,131993336,David,Queens,Forest Hills,40.71962,-73.85,Private room,49,1,87,2020-03-11,4.71,2,134
20467141,Private Bed and Bath by Morningside/Central Park!,22822259,Kellie,Manhattan,Harlem,40.80666,-73.95703,Private room,90,2,83,2020-03-11,2.7,1,67
22448627,LARGE & CONVENIENT private room in Brooklyn,164303137,Mamiko,Brooklyn,Bedford-Stuyvesant,40.695409999999995,-73.93378,Private room,39,4,83,2020-03-11,3.11,2,26
27499097,ELEXEY'S COMFORT....This room is small and cozy.,185889529,Michelle,Queens,St. Albans,40.70531,-73.75835,Private room,46,2,83,2020-03-11,4.32,4,362
12567868,Nice bedroom in east village apartment,68138404,Phil,Manhattan,East Village,40.72997,-73.98009,Private room,60,3,82,2020-03-11,1.76,1,233
28871214,Bedroom Walking Distance to Central Park,75285802,Lauren,Manhattan,East Harlem,40.78689,-73.945,Private room,150,1,76,2020-03-11,4.28,2,121
23789480,Queen Charlotte’s in B’klyn  (accommodation for 1),37401126,Leah,Brooklyn,East Flatbush,40.640159999999995,-73.94057,Private room,45,1,74,2020-03-11,3.07,4,241
19450121,**Vacation in Comfort as you Visit the Big Apple**,73186534,Nelson,Manhattan,Washington Heights,40.850629999999995,-73.94315,Private room,48,2,72,2020-03-11,2.42,1,311
31476497,Large room in Harlem on 141st(Manhattan NY 10030),566838,Max,Manhattan,Harlem,40.81897,-73.94004,Private room,70,1,70,2020-03-11,5.77,3,170
27676268,Large room w/ attached bath in heart of Flushing,205745676,Liqin,Queens,Flushing,40.75828,-73.82145,Private room,85,1,63,2020-03-11,3.26,9,360
33833257,▲Huge Room▲ Only 30 Min To Manhattan,255448841,Andrey,Brooklyn,Bedford-Stuyvesant,40.68031,-73.91259000000001,Private room,53,1,63,2020-03-11,5.74,3,19
38229920,Location is 30 minutes from New York city.,230465131,Liu Ying,Queens,Glendale,40.70342,-73.88041,Private room,58,1,62,2020-03-11,9.89,1,93
32286787,BROOKLYN Bright Williamsburg room Backyard +Trains,242344309,Pete And Chloe,Brooklyn,Williamsburg,40.70684,-73.94932,Private room,65,1,60,2020-03-11,4.59,4,143
26064299,Private Room! TRENDY location!,192951036,Jasmine,Manhattan,Greenwich Village,40.7278,-73.99976,Private room,129,1,51,2020-03-11,2.42,10,68
804815,Washington Heights homestay,4112902,Tiffany,Manhattan,Washington Heights,40.833290000000005,-73.93834,Private room,36,1,48,2020-03-11,0.94,1,0
1349658,Upper West Side/Manhattan/New York City,5569141,Jiajia,Manhattan,Morningside Heights,40.809979999999996,-73.95898000000001,Private room,79,2,48,2020-03-11,0.69,1,116
37325442,Luxurious  *NO SMOKING* NO PARTY*,148525638,Tuan,Bronx,Allerton,40.86237,-73.85278000000001,Private room,110,1,45,2020-03-11,7.26,2,322
29149612,Cute Private Room in Astoria Duplex,21030441,Nathalie,Queens,Astoria,40.768359999999994,-73.91506,Private room,87,1,39,2020-03-11,2.69,1,215
21147249,Spacious Bedroom in Renovated Apartment- Astoria,75563831,Rayan,Queens,Astoria,40.758109999999995,-73.90954,Private room,43,4,37,2020-03-11,1.86,2,334
27926975,Artsy Harlem room with quick access to everything,149639152,Rahat,Manhattan,Harlem,40.81772,-73.94201,Private room,65,2,37,2020-03-11,1.95,1,328
34403759,( GREEN ROOM) Private in a Beautiful Town House,50052968,Mike,Brooklyn,Bedford-Stuyvesant,40.684470000000005,-73.9396,Private room,42,1,36,2020-03-11,3.55,4,127
38301886,20% OFF Taste of Brooklyn / minutes to Manhattan,200228248,Brandon,Brooklyn,Brownsville,40.67216,-73.91141999999999,Private room,49,1,36,2020-03-11,5.6,3,74
38412893,Spacious cozy clean room By Times Square,287944407,Abel,Manhattan,Hell's Kitchen,40.76364,-73.98871,Private room,149,1,36,2020-03-11,5.9,3,86
25893890,Cozy & Elegant 1 bedroom,194141910,Lilee,Manhattan,Hell's Kitchen,40.75574,-73.99723,Private room,134,2,35,2020-03-11,1.67,1,97
36101436,Private room in beautiful Bay Ridge 3 Bed 2 Bath.,271561133,Tommie,Brooklyn,Bay Ridge,40.62493,-74.02431,Private room,45,2,35,2020-03-11,6.07,3,66
34341721,1BR: Plant Filled Oasis w/ Breezy Minimalism,23436595,Greem,Brooklyn,Greenpoint,40.7273,-73.95498,Private room,61,1,30,2020-03-11,3.01,2,162
38389110,Astoria Single room,291665609,Alan,Queens,Astoria,40.76685,-73.92447,Private room,63,1,29,2020-03-11,4.58,18,348
15114512,For all classical lover's 3@,95765103,Glory,Brooklyn,Sheepshead Bay,40.60892,-73.96221,Private room,45,2,24,2020-03-11,0.57,2,148
27846769,Brooklyn Instant Bliss,105828180,Guy,Brooklyn,Crown Heights,40.66916,-73.95241999999999,Private room,40,2,23,2020-03-11,1.57,3,101
36553297,❥❥C*NYC Modern Room : 4min/Subway for Manhattan❥❥,63272360,Annie Lawrence,Queens,Woodhaven,40.69334,-73.86666,Private room,45,4,22,2020-03-11,2.87,5,166
37722564,Comfortable & clean bedroom with private bathroom,271279839,Estefani,Brooklyn,Bushwick,40.69539,-73.90921,Private room,60,2,22,2020-03-11,3.35,1,85
39033632,Spacious yet Cozy Prospect Park Getaway,138029047,Anton,Brooklyn,Flatbush,40.64552,-73.95983000000001,Private room,59,2,21,2020-03-11,3.84,1,189
40112010,Calm Haven in the Heart of Clinton Hill,33688042,Catherine,Brooklyn,Clinton Hill,40.686820000000004,-73.9621,Private room,57,1,21,2020-03-11,5.29,1,5
40922585,NYC Airbnb 2.,1997143,Vicky,Brooklyn,Bedford-Stuyvesant,40.693259999999995,-73.94529,Private room,100,1,21,2020-03-11,7.97,4,313
31920075,Clean and quiet room in home,15977,Alicia,Manhattan,Harlem,40.80385,-73.95294,Private room,75,3,20,2020-03-11,1.55,1,134
38437776,Astoria Single room,291665609,Alan,Queens,Astoria,40.76665,-73.92525,Private room,63,1,20,2020-03-11,3.28,18,365
7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81387,-73.88797,Private room,40,5,18,2020-03-11,0.33,6,336
24891651,Large 1 bedroom and private bath in Astoria,108302188,Gentry,Queens,Astoria,40.75755,-73.92854,Private room,49,3,18,2020-03-11,0.87,1,35
41086006,PRIME Tourist Location! Private room 3 in Midtown,306295899,Kapsun,Manhattan,Chelsea,40.74751,-73.98980999999999,Private room,59,1,18,2020-03-11,10.38,10,48
30342150,Large room w/ King-sized Bed. Great Location!,245990,Rosa,Brooklyn,Williamsburg,40.70833,-73.95498,Private room,55,2,17,2020-03-11,1.1,1,71
37122502,The Ridge Hotel - Queen Room,266755066,The Ridge Hotel,Manhattan,Lower East Side,40.72335,-73.99021,Private room,10000,1,16,2020-03-11,4.0,5,361
37243389,The Lion’s Den,280387425,Lakisha,Brooklyn,East Flatbush,40.64475,-73.93684,Private room,50,2,16,2020-03-11,2.21,3,180
38162887,Private room at Wrapped Terrace Penthouse,269816077,Ping,Manhattan,Midtown,40.75956,-73.96939,Private room,148,2,16,2020-03-11,2.7,1,49
39871722,One block to subway station,143052745,Ociel,Bronx,Mott Haven,40.80914,-73.92195,Private room,25,1,16,2020-03-11,3.72,8,237
33667731,My room,253753123,Basia,Brooklyn,Borough Park,40.63153,-73.99523,Private room,45,1,15,2020-03-11,1.37,3,79
39540005,Modern sunny Zen private room in Prime Manhattan,11211827,Kate,Manhattan,Hell's Kitchen,40.766020000000005,-73.98356,Private room,105,2,14,2020-03-11,3.18,3,54
38414141,Canarsie Convenience # 8,275405119,Bazelais,Brooklyn,Canarsie,40.64652,-73.90396,Private room,33,1,13,2020-03-11,3.22,8,59
41126545,Room #3 in Beautiful Apartment Near Central Park,180250793,Lana,Manhattan,Upper West Side,40.797709999999995,-73.96488000000001,Private room,55,1,12,2020-03-11,5.07,3,132
17044854,Beautiful Private Bedroom in Bronx Apartment,1568820,Figgins,Bronx,Fordham,40.85615,-73.90077,Private room,30,4,11,2020-03-11,0.64,1,81
35679614,Sun-filled BR in Eco-Friendly East Village Apt,1764739,Bobby,Manhattan,East Village,40.72352,-73.97493,Private room,85,2,11,2020-03-11,4.23,1,112
39560659,CUTE ROOM JUST 10 MIN. INTO MANHATTAN !!!,139282811,Lourdes,Brooklyn,Williamsburg,40.72043,-73.94505,Private room,90,1,11,2020-03-11,2.75,3,24
41126712,Room #1 Beautiful Apartment Near Central Park,180250793,Lana,Manhattan,Upper West Side,40.799640000000004,-73.96518,Private room,50,1,11,2020-03-11,5.89,3,218
41377652,PRIME Tourist Location! Private room 1 in Midtown,306295899,Kapsun,Manhattan,Chelsea,40.74735,-73.99116,Private room,75,1,11,2020-03-11,5.59,10,55
41930976,Cozy private room next to Central Park lake side!,331603166,Yasemin,Manhattan,East Harlem,40.7952,-73.94841,Private room,70,1,10,2020-03-11,8.57,2,333
42383608,Boho Bushwick,200852582,Talya,Brooklyn,Bushwick,40.702040000000004,-73.92164,Private room,43,1,9,2020-03-11,9.0,1,66
35583579,A cozy room2 in 2br apartment,167025338,Ameer,Manhattan,Upper East Side,40.773,-73.94759,Private room,50,5,8,2020-03-11,0.98,2,23
40187773,Master bedroom + private bath in lux loft in Wburg,4139266,Deevee,Brooklyn,Williamsburg,40.71947,-73.96349000000001,Private room,160,4,7,2020-03-11,2.44,1,125
30774173,1 Bedroom Apartment in East Harlem,160928349,Ali,Manhattan,East Harlem,40.79319,-73.93798000000001,Private room,91,1,6,2020-03-11,1.86,1,19
27631066,Artful & Cultural Private Apartment,201893998,Elizabeth,Manhattan,Washington Heights,40.83682,-73.9457,Private room,75,2,5,2020-03-11,1.79,1,109
39244885,Cheap & Cozy room in very spacious house!!,298149946,Felipe,Brooklyn,Crown Heights,40.67309,-73.92325,Private room,52,1,5,2020-03-11,0.96,5,362
25517202,Cosy Bed-Stuy room 25 mins from Manhattan,5342802,Mikaela,Brooklyn,Bedford-Stuyvesant,40.68616,-73.91866,Private room,45,3,3,2020-03-11,0.14,2,0
41349345,Cozy Studio- 2 Blocks from NYU Langone Shared Bath,90765758,Eric,Brooklyn,Sunset Park,40.64386,-74.01695,Private room,75,2,3,2020-03-11,3.0,2,74
41381909,Private Bedroom for Two in Manhattan,104569137,Samuel,Manhattan,Harlem,40.82728,-73.94887,Private room,40,2,3,2020-03-11,1.64,1,26
41395190,spacious chelsea room,325570729,Guillermo,Manhattan,Chelsea,40.743840000000006,-73.99553,Private room,73,2,3,2020-03-11,1.43,1,278
41682580,法拉盛中心房,327409561,真诚,Queens,Flushing,40.76532,-73.82916,Private room,69,1,3,2020-03-11,1.67,6,365
42092912,Clean + Cozy Bedroom in the Heart of Upper East,24594462,Fatima,Manhattan,Upper East Side,40.77668,-73.95154000000001,Private room,99,2,3,2020-03-11,3.0,2,82
26503005,Cozy Brooklyn Room! with Remote Office,55270457,Kae,Brooklyn,Bushwick,40.68415,-73.90947,Private room,50,1,2,2020-03-11,2.0,2,56
41316439,Awesome room available - prime Manhattan location,324619913,Sheri,Manhattan,Harlem,40.806259999999995,-73.94291,Private room,46,1,2,2020-03-11,2.0,1,24
42220178,2nd Floor Guest Room in Beautiful Renovated House,224889039,Ujunwa,Bronx,University Heights,40.860009999999996,-73.90401999999999,Private room,45,2,2,2020-03-11,2.0,1,1
42311217,Stunning Private Room on Central Park West!,336325115,Paul,Manhattan,Upper West Side,40.79776,-73.96136,Private room,70,1,2,2020-03-11,2.0,1,337
42410852,Huge And Comfortable Room Close To Manhattan,316429593,Ariani,Brooklyn,Bedford-Stuyvesant,40.684670000000004,-73.91757,Private room,50,1,2,2020-03-11,2.0,5,168
41394380,Jungalow-style private room in Bushwick!,31430970,Jennifer,Brooklyn,Bushwick,40.697379999999995,-73.93224000000001,Private room,65,1,1,2020-03-11,1.0,1,175
41964752,Charming & Romantic Central Park Apartment,35906535,Daniel,Manhattan,Upper West Side,40.785709999999995,-73.97118,Private room,100,2,1,2020-03-11,1.0,1,53
41983411,Cozy Private Room in Queens NYC,128316535,Michael,Queens,Woodhaven,40.69355,-73.86820999999999,Private room,57,2,1,2020-03-11,1.0,1,360
42112243,Spacious Private Bedroom in L.E.S. / East Village,165708860,Hans,Manhattan,Lower East Side,40.718109999999996,-73.98499,Private room,150,3,1,2020-03-11,1.0,1,85
42471990,PRIVATE SAFE ROOMN QUIET FAMILY RESIDENTAL AREA,314493836,Tugba,Queens,Sunnyside,40.73718,-73.92803,Private room,31,4,1,2020-03-11,1.0,1,104
42664002,Red Autumn House 2nd Fl. - Bedroom 2,270340525,Red Autumn,Brooklyn,East New York,40.665459999999996,-73.86924,Private room,42,2,1,2020-03-11,1.0,3,349
21550302,JFK ✈️ Comfort Private Bedroom & Bath 5 Mins JFK,156684502,Nalicia,Queens,Springfield Gardens,40.6611,-73.7683,Private room,80,1,542,2020-03-10,18.89,3,74
22176831,JFK ✈️ 2 Comfort 5 Mins from JFK Private Bedroom,156684502,Nalicia,Queens,Springfield Gardens,40.66158,-73.7705,Private room,50,1,471,2020-03-10,17.17,3,74
1145337,Spacious Private Room -East Village,6280254,Jc,Manhattan,East Village,40.73125,-73.98344,Private room,109,2,322,2020-03-10,3.87,2,140
8622301,Astoria Full Basement Apartment,45354224,'Cil,Queens,Astoria,40.76914,-73.92118,Private room,120,2,287,2020-03-10,5.29,1,283
